epoch,train_loss,train_acc,val_acc,noiseless_val_acc,final_train_acc,final_val_acc,final_noiseless_val_acc,sensitivity,sens_f,sens_g,err_f,err_g,lr,depth,d_model,dropout,heads,d_ffn,n_bool,n_bits,bf_bool
298,0.6016889881520044,0.6934523809523809,0.6587301587301587,0.8412698412698413,0.6870039682539683,0.6527777777777778,0.8318452380952381,2.617,2.8125,2.8125,0.30386373046875004,0.30386373046875004,0.0001,4,64,0.05,2,128,5,10,0.15
75,0.6701742836407253,0.6259920634920635,0.623015873015873,0.6770833333333334,0.6383928571428571,0.6155753968253969,0.6785714285714286,1.5845,3.390625,2.984375,0.3284516861206055,0.3256593032348633,0.000251,1,64,0.2,8,256,7,10,0.15
255,0.6813830004798042,0.591765873015873,0.5560515873015873,0.5873015873015873,0.6031746031746031,0.5372023809523809,0.5749007936507936,2.712,3.203125,1.890625,0.44978465156249997,0.4360536296875,0.000251,3,64,0.1,8,256,7,10,0.3
291,0.6854007622552296,0.5520833333333334,0.5411706349206349,0.6180555555555556,0.5515873015873016,0.5317460317460317,0.6140873015873016,1.7855,3.578125,3.046875,0.4034282,0.400763,4e-05,3,128,0.2,2,64,7,10,0.2
280,0.6980883469657292,0.5297619047619048,0.5262896825396826,0.533234126984127,0.53125,0.5074404761904762,0.5168650793650794,2.0035,3.828125,2.21875,0.4675720340625,0.45419068046875,1.6e-05,3,64,0.2,8,32,8,10,0.3
1,0.7451186000354706,0.5213293650793651,0.5243055555555556,0.5153769841269841,0.5188492063492064,0.5,0.5193452380952381,2.5415,4.109375,2.5625,0.45331716537475586,0.44121646881103516,1.6e-05,2,128,0.05,2,128,8,10,0.25
296,0.6410419458434695,0.6378968253968254,0.6165674603174603,0.7961309523809523,0.6339285714285714,0.6031746031746031,0.7554563492063492,1.5325,2.3125,1.9375,0.37042236328125,0.36663818359375,0.000251,4,64,0.2,8,64,5,10,0.25
1,0.7314550100810944,0.5297619047619048,0.535218253968254,0.535218253968254,0.6339285714285714,0.49702380952380953,0.5699404761904762,0.0,4.171875,1.15625,0.475066714921875,0.4540582625,0.000398,3,32,0.05,8,256,8,10,0.3
286,0.6607374785438417,0.6165674603174603,0.6046626984126984,0.6036706349206349,0.6165674603174603,0.6011904761904762,0.5992063492063492,0.0895,3.453125,3.109375,0.33317865897216803,0.330956299597168,0.0001,3,16,0.2,2,128,7,10,0.15
28,0.6992634780823238,0.5079365079365079,0.527281746031746,0.5391865079365079,0.5213293650793651,0.5163690476190477,0.5213293650793651,2.869,3.984375,3.78125,0.3648942771130371,0.36374155856201174,2.5e-05,2,16,0.05,4,32,8,10,0.15
119,0.6772436291452438,0.5773809523809523,0.5451388888888888,0.5575396825396826,0.6096230158730159,0.5223214285714286,0.5570436507936508,1.338,4.328125,3.4375,0.43122078,0.42625224,0.001,1,64,0.1,4,64,8,10,0.2
279,0.6846123659421527,0.5783730158730159,0.5620039682539683,0.626984126984127,0.5763888888888888,0.558531746031746,0.6135912698412699,1.4295,2.4375,1.75,0.36590576171875,0.357330322265625,1e-05,1,32,0.05,2,128,6,10,0.25
297,0.682950756852589,0.5689484126984127,0.5515873015873016,0.6011904761904762,0.5625,0.5381944444444444,0.6066468253968254,2.2005,4.109375,2.359375,0.45323264598846436,0.4409538507461548,0.000251,2,32,0.05,4,64,8,10,0.25
31,0.7217778336434137,0.5808531746031746,0.5669642857142857,0.5997023809523809,0.5808531746031746,0.5669642857142857,0.5997023809523809,0.985,2.8125,1.875,0.40251922607421875,0.39227294921875,1e-05,4,128,0.2,2,64,6,10,0.25
240,0.6725901895099216,0.5927579365079365,0.5386904761904762,0.6170634920634921,0.6101190476190477,0.529265873015873,0.597718253968254,2.454,3.84375,2.5625,0.4444769620895386,0.4328380823135376,0.000251,4,64,0.1,8,128,8,10,0.25
117,0.6883992552757263,0.5431547619047619,0.5228174603174603,0.5327380952380952,0.5505952380952381,0.5133928571428571,0.5282738095238095,1.792,4.0,2.703125,0.4527701139450073,0.44393229484558105,0.0001,4,32,0.1,8,256,8,10,0.25
117,0.6710223744785975,0.6086309523809523,0.5669642857142857,0.59375,0.6140873015873016,0.5615079365079365,0.5952380952380952,0.656,3.703125,3.4375,0.3535479517456055,0.35254869653320314,0.001,1,64,0.2,2,32,7,10,0.15
136,0.6942257587871854,0.5168650793650794,0.5193452380952381,0.5193452380952381,0.5173611111111112,0.5054563492063492,0.5411706349206349,0.904,4.140625,3.859375,0.37030003678710943,0.36973107227050783,6.3e-05,4,16,0.1,4,64,8,10,0.15
287,0.6938550983156476,0.5550595238095238,0.5803571428571429,0.5803571428571429,0.5466269841269841,0.566468253968254,0.5669642857142857,2.435,2.75,2.75,0.365,0.365,2.5e-05,2,32,0.1,4,32,5,10,0.2
43,0.6763711041874356,0.5982142857142857,0.6046626984126984,0.6393849206349206,0.6651785714285714,0.5654761904761905,0.6517857142857143,0.724,3.0625,1.625,0.41606903076171875,0.400115966796875,0.000631,4,64,0.1,4,128,6,10,0.25
7,0.7135950799972292,0.527281746031746,0.5168650793650794,0.5347222222222222,0.5302579365079365,0.5119047619047619,0.5257936507936508,1.0185,3.3125,3.3125,0.33626275341796874,0.33626275341796874,0.0001,4,16,0.2,2,128,6,10,0.15
219,0.6701144027331519,0.6200396825396826,0.6101190476190477,0.7003968253968254,0.6195436507936508,0.6046626984126984,0.6989087301587301,1.758,2.9375,2.1875,0.364968,0.357543,4e-05,3,128,0.05,2,32,6,10,0.2
1,0.8225403049635509,0.6254960317460317,0.6190476190476191,0.6190476190476191,0.626984126984127,0.6190476190476191,0.6190476190476191,0.008,3.1875,0.8125,0.43075546875,0.38497640625,6.3e-05,2,32,0.2,2,256,6,10,0.3
211,0.5777346373550476,0.7281746031746031,0.7222222222222222,0.9325396825396826,0.7385912698412699,0.7038690476190477,0.8849206349206349,2.2085,2.3125,2.3125,0.26383716796875006,0.26383716796875006,0.001585,1,16,0.05,4,256,5,10,0.15
3,0.7018757055676172,0.5203373015873016,0.5327380952380952,0.5441468253968254,0.5823412698412699,0.4965277777777778,0.5674603174603174,1.0,3.875,2.734375,0.4496011734008789,0.4410400390625,0.001585,4,16,0.2,4,128,8,10,0.25
257,0.6791722254147605,0.5669642857142857,0.5620039682539683,0.5486111111111112,0.5654761904761905,0.5471230158730159,0.533234126984127,0.174,3.375,1.25,0.4523895,0.42516462499999996,0.000158,3,64,0.2,2,256,6,10,0.3
45,0.6812457924797422,0.5639880952380952,0.5595238095238095,0.6016865079365079,0.5987103174603174,0.5411706349206349,0.6517857142857143,0.5405,3.15625,1.609375,0.44667226875,0.426175515625,0.000251,1,64,0.05,4,64,7,10,0.3
287,0.6548442518900311,0.6220238095238095,0.6056547619047619,0.7063492063492064,0.6329365079365079,0.5853174603174603,0.6939484126984127,2.553,3.375,2.453125,0.3897572,0.3814325,0.000251,3,64,0.05,2,128,7,10,0.2
11,0.6978622797935728,0.5987103174603174,0.5724206349206349,0.5689484126984127,0.597718253968254,0.5724206349206349,0.5724206349206349,0.073,3.375,2.4375,0.393822,0.38656100000000004,1.6e-05,3,16,0.1,4,256,6,10,0.2
269,0.6404973911860633,0.6592261904761905,0.6423611111111112,0.7733134920634921,0.6646825396825397,0.6324404761904762,0.7703373015873016,2.2485,2.9375,2.9375,0.3133377495117188,0.3133377495117188,0.000251,1,64,0.05,4,256,6,10,0.15
1,0.7226343438738868,0.6096230158730159,0.623015873015873,0.6180555555555556,0.6155753968253969,0.6170634920634921,0.6225198412698413,0.172,3.484375,0.890625,0.42470264434814453,0.3899087905883789,1e-05,4,128,0.05,4,128,7,10,0.25
213,0.6748969564362178,0.591765873015873,0.5620039682539683,0.6741071428571429,0.6155753968253969,0.5441468253968254,0.7172619047619048,1.833,2.875,1.75,0.44013,0.426915,0.000631,3,32,0.2,4,256,5,10,0.3
292,0.6650882495774163,0.6284722222222222,0.6264880952380952,0.7177579365079365,0.6304563492063492,0.621031746031746,0.7192460317460317,2.086,2.5625,2.25,0.335958,0.33394100000000004,4e-05,3,16,0.1,4,32,6,10,0.2
38,0.6845235304226951,0.5739087301587301,0.5858134920634921,0.6175595238095238,0.6165674603174603,0.5436507936507936,0.5798611111111112,0.78,3.46875,1.015625,0.45910799999999996,0.4319080625,0.001585,2,64,0.1,8,64,7,10,0.3
253,0.6876724333990187,0.5456349206349206,0.5357142857142857,0.5421626984126984,0.5505952380952381,0.5257936507936508,0.5456349206349206,1.197,4.0625,2.5,0.47728591125,0.4693416378125,0.0001,2,64,0.2,8,128,8,10,0.3
298,0.6295284553179665,0.6636904761904762,0.6597222222222222,0.8933531746031746,0.6577380952380952,0.6597222222222222,0.878968253968254,2.335,3.0,3.0,0.31693921875000003,0.31693921875000003,0.000158,1,64,0.05,8,256,5,10,0.15
105,0.6936326376975529,0.5525793650793651,0.5520833333333334,0.6374007936507936,0.5858134920634921,0.5391865079365079,0.6443452380952381,2.121,3.4375,2.828125,0.394326,0.3912605,0.0001,3,128,0.1,8,64,7,10,0.2
5,0.713165335238926,0.5233134920634921,0.5337301587301587,0.5337301587301587,0.5620039682539683,0.503968253968254,0.564484126984127,0.0,3.578125,1.765625,0.4630274765625,0.44610825781249996,0.000631,3,128,0.1,4,128,7,10,0.3
293,0.6930102564039684,0.5153769841269841,0.5079365079365079,0.48462301587301587,0.5148809523809523,0.498015873015873,0.46577380952380953,2.444,4.0625,2.484375,0.4735695890625,0.46343040468749996,4e-05,2,32,0.2,8,256,8,10,0.3
113,0.6770721721270728,0.5813492063492064,0.5724206349206349,0.6691468253968254,0.6706349206349206,0.5342261904761905,0.6592261904761905,1.586,2.9375,1.6875,0.44287096875,0.42471121875,0.000631,3,16,0.05,8,128,6,10,0.3
23,0.7077116322895837,0.5307539682539683,0.5327380952380952,0.5550595238095238,0.5376984126984127,0.5188492063492064,0.5188492063492064,2.0335,3.1875,2.3125,0.42547607421875,0.420440673828125,4e-05,2,64,0.2,4,256,6,10,0.25
300,0.6876844073098803,0.558531746031746,0.566468253968254,0.5699404761904762,0.558531746031746,0.566468253968254,0.5699404761904762,1.4225,4.015625,1.90625,0.44678401947021484,0.42736387252807617,0.000158,3,16,0.1,8,32,8,10,0.25
197,0.6650431553522745,0.5972222222222222,0.6130952380952381,0.6666666666666666,0.6339285714285714,0.5882936507936508,0.6949404761904762,1.865,3.703125,3.484375,0.35080437117919927,0.3499232049926758,0.001,3,16,0.2,4,64,7,10,0.15
11,0.7033307542876591,0.5317460317460317,0.5307539682539683,0.5133928571428571,0.5545634920634921,0.5277777777777778,0.5322420634920635,1.288,3.59375,3.484375,0.34560667734375006,0.34487280751953125,1e-05,4,16,0.05,8,256,7,10,0.15
89,0.7101181925289215,0.5228174603174603,0.5218253968253969,0.5223214285714286,0.5248015873015873,0.5029761904761905,0.501984126984127,1.305,3.9375,2.296875,0.469376684296875,0.45661720078125,1e-05,4,128,0.1,4,32,8,10,0.3
277,0.6333945932842436,0.6607142857142857,0.6517857142857143,0.7748015873015873,0.6626984126984127,0.6413690476190477,0.7638888888888888,2.3195,3.390625,3.390625,0.331950891394043,0.331950891394043,0.000251,3,64,0.1,4,32,7,10,0.15
150,0.6661200599064903,0.6066468253968254,0.5828373015873016,0.6339285714285714,0.6081349206349206,0.5734126984126984,0.6468253968253969,1.0755,3.5,2.671875,0.3930192,0.3882467,6.3e-05,3,32,0.05,4,128,7,10,0.2
125,0.7303539571307954,0.5069444444444444,0.5248015873015873,0.5079365079365079,0.5059523809523809,0.5198412698412699,0.5064484126984127,1.903,3.125,2.8125,0.38492000000000004,0.38489,1e-05,1,32,0.2,8,32,5,10,0.2
150,0.661206861337026,0.6165674603174603,0.6264880952380952,0.6765873015873016,0.6438492063492064,0.6066468253968254,0.7003968253968254,1.17,3.328125,2.25,0.38603580000000004,0.3752283,0.000398,3,32,0.2,4,128,7,10,0.2
12,0.7605606752728659,0.5828373015873016,0.6051587301587301,0.6056547619047619,0.5823412698412699,0.6051587301587301,0.6051587301587301,0.013,2.5625,1.125,0.41411062499999995,0.38418874999999997,2.5e-05,1,16,0.2,4,64,5,10,0.3
79,0.6231895032383147,0.6706349206349206,0.6800595238095238,0.7247023809523809,0.6701388888888888,0.6617063492063492,0.7068452380952381,0.9,2.3125,1.5,0.30269999999999997,0.29295,4e-05,2,128,0.05,8,128,5,10,0.2
81,0.6871250375868783,0.5634920634920635,0.5620039682539683,0.5962301587301587,0.5768849206349206,0.5451388888888888,0.6061507936507936,2.082,3.296875,2.921875,0.39003180000000004,0.3879444,0.0001,4,64,0.1,8,256,7,10,0.2
298,0.6307946178648207,0.6512896825396826,0.6091269841269841,0.7410714285714286,0.65625,0.6046626984126984,0.7380952380952381,2.7395,3.265625,3.1875,0.3257953560424805,0.3257641700439453,0.000251,3,16,0.05,2,32,7,10,0.15
227,0.6514674699495709,0.6388888888888888,0.6096230158730159,0.6324404761904762,0.6537698412698413,0.5972222222222222,0.6473214285714286,0.8635,2.625,1.5625,0.39044189453125,0.37322998046875,0.000158,3,128,0.05,4,64,6,10,0.25
197,0.6944678255489894,0.5143849206349206,0.5362103174603174,0.5307539682539683,0.53125,0.5168650793650794,0.533234126984127,1.7855,4.0,2.1875,0.470884304296875,0.457823175390625,0.000158,4,32,0.2,4,64,8,10,0.3
287,0.622653465422373,0.6641865079365079,0.6736111111111112,0.7485119047619048,0.6631944444444444,0.6696428571428571,0.7430555555555556,1.4505,2.5,2.1875,0.27210321093750006,0.2709821914062501,6.3e-05,4,32,0.2,2,64,6,10,0.15
3,0.7107541693581475,0.5014880952380952,0.5153769841269841,0.5302579365079365,0.5223214285714286,0.5049603174603174,0.4965277777777778,2.7955,3.875,2.484375,0.4458063840866089,0.4332007169723511,2.5e-05,3,16,0.05,2,128,8,10,0.25
298,0.6724922524558173,0.5927579365079365,0.5967261904761905,0.6989087301587301,0.5808531746031746,0.5863095238095238,0.6532738095238095,1.6585,2.8125,1.9375,0.40666961669921875,0.396392822265625,0.001,3,128,0.2,4,256,6,10,0.25
1,0.7564819767361596,0.5317460317460317,0.5362103174603174,0.5307539682539683,0.5729166666666666,0.5213293650793651,0.5912698412698413,0.167,3.84375,1.59375,0.464598224296875,0.441129546328125,0.000158,2,128,0.1,4,64,8,10,0.3
242,0.6665513979064094,0.6245039682539683,0.6101190476190477,0.8040674603174603,0.6264880952380952,0.6041666666666666,0.7891865079365079,1.3045,2.3125,1.5,0.405395625,0.3880875,0.000158,1,16,0.05,2,32,5,10,0.3
274,0.6668849890194242,0.5987103174603174,0.5639880952380952,0.5620039682539683,0.5932539682539683,0.5570436507936508,0.5634920634920635,2.0225,3.53125,3.421875,0.34390217871093753,0.34324726806640626,6.3e-05,3,128,0.05,8,64,7,10,0.15
49,0.7117185876483009,0.5550595238095238,0.5347222222222222,0.5307539682539683,0.5446428571428571,0.5034722222222222,0.5386904761904762,1.3145,3.984375,2.28125,0.470718359296875,0.45544236734375,1.6e-05,1,128,0.1,4,128,8,10,0.3
91,0.6944520180187528,0.5629960317460317,0.5515873015873016,0.5689484126984127,0.5540674603174603,0.5436507936507936,0.5406746031746031,1.5015,4.0,3.5,0.3635291185299683,0.36132153725585936,1.6e-05,4,32,0.2,2,128,8,10,0.15
298,0.6720094226655506,0.6046626984126984,0.5744047619047619,0.6220238095238095,0.6016865079365079,0.5649801587301587,0.6016865079365079,1.825,3.125,2.9375,0.3222231049804688,0.32211921191406256,6.3e-05,4,32,0.1,4,64,6,10,0.15
298,0.6897836195098029,0.5282738095238095,0.529265873015873,0.5243055555555556,0.5262896825396826,0.5233134920634921,0.5163690476190477,1.6135,3.59375,3.15625,0.4022468,0.39972379999999996,1.6e-05,4,32,0.05,8,256,7,10,0.2
271,0.6825530793931749,0.5724206349206349,0.5952380952380952,0.6334325396825397,0.5684523809523809,0.5818452380952381,0.621031746031746,1.501,3.0,2.8125,0.30970668164062504,0.30887476855468754,6.3e-05,1,32,0.2,4,128,6,10,0.15
