epoch,train_loss,train_acc,val_acc,noiseless_val_acc,final_train_acc,final_val_acc,final_noiseless_val_acc,sensitivity,sens_f,sens_g,err_f,err_g,entropy,lr,depth,d_model,dropout,heads,d_ffn,n_bool,n_bits,bf_bool
171,0.6669764764725216,0.6106150793650794,0.5939490445859873,0.6407245222929936,0.6046626984126984,0.5736464968152867,0.6904856687898089,1.3856,2.75,2.4375,0.36072000000000004,0.35699000000000003,0.9230422811570325,0.000158,1,128,0.05,2,256,5,10,0.2
313,0.4579536049138932,0.816468253968254,0.8140923566878981,0.9864649681528662,0.8184523809523809,0.7927945859872612,0.946656050955414,3.2822,3.25,3.25,0.18831746941721877,0.18831746941721877,0.6795881409598996,0.001585,1,128,0.05,8,128,6,10,0.07
305,0.6324694412095206,0.6577380952380952,0.6090764331210191,0.7623407643312102,0.6661706349206349,0.6048964968152867,0.7434315286624203,2.394,2.875,2.25,0.36252,0.35836,0.9225398017492497,0.001,1,16,0.05,4,64,5,10,0.2
139,0.46127204620648943,0.8189484126984127,0.785031847133758,0.9990047770700637,0.8253968253968254,0.7714968152866242,0.9685509554140127,2.5002,2.5,2.5,0.20390999999999992,0.20390999999999992,0.7021993639170274,0.000631,2,128,0.05,4,256,5,10,0.1
39,0.603083972893064,0.6929563492063492,0.6781449044585988,0.8451433121019108,0.7455357142857143,0.6353503184713376,0.7989649681528662,2.1094,2.6875,2.25,0.30985752886621876,0.308644786008375,0.8568383761860883,0.003,4,16,0.05,4,256,6,10,0.17
306,0.6508464718621875,0.6240079365079365,0.6019108280254777,0.696656050955414,0.6636904761904762,0.589171974522293,0.6954617834394905,2.5462,3.40625,3.296875,0.34890288031744005,0.34815637307520003,0.9157457241048785,0.000158,4,128,0.05,2,256,7,10,0.16
370,0.6548031038708158,0.6254960317460317,0.6345541401273885,0.6932722929936306,0.6220238095238095,0.6321656050955414,0.6819267515923567,1.9312,2.9375,2.125,0.34925510428125,0.33893385651562496,0.891900958121437,0.000158,1,16,0.05,8,64,6,10,0.19
396,0.6030314455902765,0.6840277777777778,0.6851114649681529,0.8439490445859873,0.6879960317460317,0.679140127388535,0.8107085987261147,2.2146,2.8125,2.8125,0.286002185,0.286002185,0.834059861239747,0.003,3,128,0.05,4,32,5,10,0.14
129,0.39294478368191493,0.8759920634920635,0.8664410828025477,1.0,0.8809523809523809,0.852906050955414,0.9826831210191083,2.8868,2.875,2.875,0.12799337695312496,0.12799337695312496,0.5393104286185739,0.003,3,32,0.05,4,128,6,10,0.05
183,0.6036793419292995,0.6959325396825397,0.6548566878980892,0.8825636942675159,0.7723214285714286,0.6044984076433121,0.7671178343949044,2.8838,3.1875,3.1875,0.31400115511800003,0.31400115511800003,0.8830274450960891,0.000631,3,64,0.05,8,256,6,10,0.14
231,0.655730492538876,0.6121031746031746,0.6267914012738853,0.7848328025477707,0.6165674603174603,0.6070859872611465,0.7402468152866242,1.8446,2.9375,2.4375,0.36393,0.358285,0.9230103267606298,0.005,2,16,0.05,2,128,6,10,0.2
139,0.6036756861777532,0.6989087301587301,0.6437101910828026,0.8383757961783439,0.7430555555555556,0.6106687898089171,0.7699044585987261,2.5294,2.6875,2.6875,0.33808541551250004,0.33808541551250004,0.8981537136160984,0.003,4,16,0.05,8,128,6,10,0.19
61,0.6304127976061806,0.6617063492063492,0.6325636942675159,0.8296178343949044,0.6964285714285714,0.60828025477707,0.8085191082802548,2.3274,2.875,2.625,0.353273658552375,0.352655403271125,0.9115083286554482,0.003,3,16,0.05,2,128,6,10,0.19
290,0.545154751293243,0.7415674603174603,0.7125796178343949,0.9522292993630573,0.748015873015873,0.7024283439490446,0.9116242038216561,2.035,2.1875,2.1875,0.27797458848125,0.27797458848125,0.8100744502580284,0.003,1,64,0.05,8,32,5,10,0.17
219,0.5755180569868239,0.7098214285714286,0.6200238853503185,0.7894108280254777,0.751984126984127,0.5989251592356688,0.7310907643312102,2.788,2.875,2.5625,0.337207851648,0.335624526848,0.8953800933176694,0.003,2,32,0.05,8,128,6,10,0.18
166,0.605860329809643,0.6875,0.6636146496815286,0.825437898089172,0.7157738095238095,0.6371417197452229,0.7963773885350318,1.937,2.625,2.3125,0.3149753625,0.3127986025,0.8729525200226504,0.005,1,16,0.05,8,256,5,10,0.17
398,0.6547578384005834,0.6274801587301587,0.6100716560509554,0.6857085987261147,0.625,0.6003184713375797,0.6588375796178344,1.4516,3.53125,3.21875,0.34046094345703126,0.3396928422851563,0.9051547674511422,0.003,2,128,0.05,4,256,7,10,0.15
246,0.6681607450757708,0.5892857142857143,0.5943471337579618,0.6869028662420382,0.5952380952380952,0.5820063694267515,0.6705812101910829,1.5814,3.640625,2.890625,0.37935530033742,0.37435303030413997,0.9359794172928471,0.003,1,16,0.05,2,128,7,10,0.18
226,0.5688195961808401,0.7137896825396826,0.682921974522293,0.8937101910828026,0.7440476190476191,0.669984076433121,0.8702229299363057,2.8244,2.9375,2.9375,0.29738536447200004,0.29738536447200004,0.865144459704962,0.000398,1,128,0.05,8,128,6,10,0.14
193,0.6624405904421731,0.6205357142857143,0.6058917197452229,0.6876990445859873,0.6140873015873016,0.5915605095541401,0.6602308917197452,1.8894,3.5625,3.484375,0.34351539829101563,0.34337000578613286,0.9067249738966758,0.003,4,128,0.05,8,256,7,10,0.15
295,0.6250054084119343,0.6661706349206349,0.6214171974522293,0.722531847133758,0.6875,0.6064888535031847,0.7060111464968153,2.0406,3.453125,2.734375,0.3570130184634183,0.35221683235191487,0.9066895703358915,0.000251,3,32,0.05,4,128,7,10,0.17
165,0.4981174369653066,0.8030753968253969,0.8069267515923567,1.0,0.8040674603174603,0.8061305732484076,0.9978105095541401,2.4386,2.4375,2.4375,0.20126937499999997,0.20126937499999997,0.6956013527345482,0.000398,1,128,0.05,4,64,5,10,0.1
1,0.8207681642638313,0.5342261904761905,0.5493630573248408,0.5493630573248408,0.5342261904761905,0.5493630573248408,0.5493630573248408,0.0,3.796875,2.75,0.4116498,0.4040001,0.9637725982199319,0.005,3,128,0.05,8,256,7,10,0.2
116,0.40769049974661026,0.8467261904761905,0.8411624203821656,0.9986066878980892,0.8501984126984127,0.8355891719745223,0.9834792993630573,1.805,1.8125,1.8125,0.15264437499999994,0.15264437499999994,0.55441059284707,0.000158,3,16,0.05,8,64,5,10,0.1
150,0.623614041578202,0.6746031746031746,0.6232085987261147,0.7119824840764332,0.7465277777777778,0.6068869426751592,0.6994426751592356,3.1098,3.75,3.75,0.27442659374999995,0.27442659374999995,0.8321305234180629,0.000631,4,128,0.05,4,64,7,10,0.1
374,0.5889340123486897,0.7118055555555556,0.6582404458598726,0.8419585987261147,0.7132936507936508,0.6508757961783439,0.8258359872611465,2.8984,2.8125,2.8125,0.3009886479492188,0.3009886479492188,0.8570177389239957,0.000158,3,64,0.05,2,128,6,10,0.15
387,0.5291162213635823,0.7455357142857143,0.759156050955414,0.9307324840764332,0.7475198412698413,0.7503980891719745,0.9327229299363057,1.6766,1.875,1.875,0.24530291142500005,0.24530291142500005,0.7508352305477235,0.000158,2,16,0.05,2,128,5,10,0.17
24,0.5934927841973683,0.7038690476190477,0.7117834394904459,0.8453423566878981,0.7658730158730159,0.682921974522293,0.8542993630573248,1.3062,2.0625,1.5625,0.29642,0.29492,0.8350780654418566,0.001585,2,32,0.05,4,32,5,10,0.2
322,0.657087695030939,0.6240079365079365,0.6190286624203821,0.6443073248407644,0.6284722222222222,0.6136544585987261,0.6464968152866242,1.2988,3.125,2.125,0.3661305187599687,0.3575544934581875,0.9181025918907029,0.000158,1,64,0.05,4,128,6,10,0.19
267,0.5758737543272594,0.7202380952380952,0.6297770700636943,0.7983678343949044,0.78125,0.5935509554140127,0.740047770700637,3.1792,3.453125,3.234375,0.32498416077386,0.32434832574986,0.890907631515006,0.000251,2,128,0.05,8,32,7,10,0.14
370,0.6589270678777543,0.6324404761904762,0.5883757961783439,0.70203025477707,0.6359126984126984,0.5820063694267515,0.6843152866242038,2.6428,3.609375,2.6875,0.4003158,0.39373630000000004,0.9540364127040588,0.000158,2,32,0.05,8,256,7,10,0.2
153,0.6060649492437877,0.6795634920634921,0.6455015923566879,0.8411624203821656,0.7951388888888888,0.6003184713375797,0.705812101910828,2.6556,3.0625,2.75,0.33024303411200007,0.329141481088,0.8939655176159871,0.000398,3,128,0.05,8,64,6,10,0.16
228,0.6640453376467266,0.6051587301587301,0.6271894904458599,0.78125,0.6056547619047619,0.6180334394904459,0.7569665605095541,1.855,2.8125,2.5,0.35907420999375,0.3567949124875,0.9302134508156668,0.003,4,128,0.05,8,128,5,10,0.19
121,0.5584375162919363,0.7400793650793651,0.722531847133758,0.9562101910828026,0.753968253968254,0.7093949044585988,0.8976910828025477,2.3516,2.4375,2.4375,0.2728573242187501,0.2728573242187501,0.8034296748721248,0.003,3,16,0.05,2,128,5,10,0.15
86,0.48133621234742424,0.8055555555555556,0.8019506369426752,0.9990047770700637,0.8125,0.7969745222929936,0.98328025477707,2.5322,2.5,2.5,0.19784749999999995,0.19784749999999995,0.6578428489451609,0.000631,1,32,0.05,4,64,5,10,0.1
336,0.5863740884122395,0.7008928571428571,0.6572452229299363,0.833797770700637,0.7108134920634921,0.6445063694267515,0.8294187898089171,2.1454,2.3125,2.3125,0.32162,0.32162,0.8678882114076876,0.000251,2,32,0.05,4,32,5,10,0.2
183,0.6002302420517754,0.7073412698412699,0.6618232484076433,0.878781847133758,0.7678571428571429,0.6098726114649682,0.7581608280254777,2.6458,2.875,2.875,0.31943419699200004,0.31943419699200004,0.8883043061660487,0.000251,4,64,0.05,4,256,6,10,0.16
1,0.8229743138192191,0.5069444444444444,0.5067675159235668,0.5067675159235668,0.5069444444444444,0.5067675159235668,0.5067675159235668,0.0,3.84375,3.46875,0.37001769875456003,0.36837084320256,0.9297076394797203,0.005,1,128,0.05,8,32,7,10,0.16
51,0.35849623878796893,0.8859126984126984,0.8877388535031847,1.0,0.8878968253968254,0.8807722929936306,0.9898487261146497,2.5128,2.5,2.5,0.11360085937499997,0.11360085937499997,0.49251674966960834,0.001,4,64,0.05,2,256,5,10,0.05
389,0.45915997217571924,0.8541666666666666,0.8330015923566879,0.9707404458598726,0.8556547619047619,0.8312101910828026,0.96875,3.0712,3.375,3.375,0.14646800336914056,0.14646800336914056,0.5787546509240347,0.000251,2,16,0.05,4,64,7,10,0.05
134,0.6540958247487507,0.6448412698412699,0.6369426751592356,0.8630573248407644,0.6428571428571429,0.625,0.8429538216560509,2.2276,2.5625,2.375,0.35178,0.35149,0.914102400669079,0.000631,2,128,0.05,2,32,5,10,0.2
304,0.6382261599813189,0.6552579365079365,0.6488853503184714,0.7259156050955414,0.6651785714285714,0.6236066878980892,0.6978503184713376,1.986,2.9375,2.9375,0.23387621874999998,0.23387621874999998,0.7700438751092324,0.000631,1,16,0.05,2,128,6,10,0.1
121,0.6422425262511723,0.6378968253968254,0.6309713375796179,0.6751592356687898,0.7232142857142857,0.6050955414012739,0.7334792993630573,1.4506,3.484375,2.453125,0.3593193675419958,0.3537474056771989,0.9091316497266346,0.000631,3,16,0.05,8,128,7,10,0.17
370,0.5936039265186067,0.7118055555555556,0.6626194267515924,0.9030652866242038,0.7108134920634921,0.6598328025477707,0.9032643312101911,2.7032,2.875,2.875,0.31895157760000004,0.31895157760000004,0.8827647944494963,0.000158,4,32,0.05,2,128,5,10,0.16
109,0.5076602704468227,0.7886904761904762,0.7927945859872612,0.9976114649681529,0.8462301587301587,0.6996417197452229,0.8260350318471338,2.486,2.5,2.5,0.20589000000000002,0.20589000000000002,0.7107558498322666,0.000251,3,128,0.05,8,128,5,10,0.1
308,0.4436731395267305,0.8368055555555556,0.8355891719745223,1.0,0.8358134920634921,0.82921974522293,0.9904458598726115,2.7554,2.75,2.75,0.16387724014221883,0.16387724014221883,0.6058312390972276,0.000251,1,32,0.05,8,32,6,10,0.07
215,0.668561147318946,0.6056547619047619,0.566281847133758,0.6494824840764332,0.5555555555555556,0.5465764331210191,0.5626990445859873,1.1498,2.875,2.75,0.361325722939875,0.36073216630981253,0.9288129009637283,0.005,1,64,0.05,2,64,6,10,0.19
324,0.5674306646225944,0.7470238095238095,0.6998407643312102,0.8690286624203821,0.7673611111111112,0.6851114649681529,0.8588773885350318,3.1996,3.484375,3.484375,0.2612650484374999,0.2612650484374999,0.8130241496442867,0.000158,4,128,0.05,2,64,7,10,0.1
215,0.5914784963168795,0.7048611111111112,0.6723726114649682,0.9251592356687898,0.7375992063492064,0.6353503184713376,0.8204617834394905,3.1212,3.0625,3.0625,0.304131220302,0.304131220302,0.8664098057452483,0.000398,2,64,0.05,4,128,6,10,0.14
394,0.6291628073132227,0.6686507936507936,0.6671974522292994,0.8332006369426752,0.6696428571428571,0.6614251592356688,0.8333996815286624,2.3848,3.1875,3.0,0.3215612285156251,0.3213257763671875,0.8802626353000669,0.000158,4,16,0.05,8,32,6,10,0.15
225,0.4762684977243817,0.7941468253968254,0.7595541401273885,0.9136146496815286,0.8174603174603174,0.7392515923566879,0.8873407643312102,2.3468,2.8125,2.8125,0.22002796874999997,0.22002796874999997,0.7214186437100576,0.000251,2,128,0.05,4,128,6,10,0.1
284,0.6042312161316947,0.6884920634920635,0.6092754777070064,0.7195461783439491,0.7251984126984127,0.5917595541401274,0.7008359872611465,2.7644,3.359375,2.6875,0.35826618591668336,0.35471622654674284,0.9185391166392707,0.000251,3,128,0.05,4,64,7,10,0.17
383,0.6087780022431933,0.6939484126984127,0.6998407643312102,0.7726910828025477,0.65625,0.6650079617834395,0.7157643312101911,2.86,3.625,3.625,0.15608843164062491,0.15608843164062491,0.6147163491148051,0.003,3,128,0.05,8,32,7,10,0.05
393,0.5124967017817119,0.7971230158730159,0.7501990445859873,0.919187898089172,0.7961309523809523,0.7466162420382165,0.9068471337579618,3.542,3.640625,3.640625,0.20602004717125677,0.20602004717125677,0.7188848602381528,0.000398,4,16,0.05,2,64,7,10,0.07
169,0.6597328876692151,0.621031746031746,0.5895700636942676,0.7119824840764332,0.6999007936507936,0.5505573248407644,0.6622213375796179,2.7294,3.5,3.125,0.38167110719999997,0.38082528703999996,0.9459240708451766,0.000398,2,64,0.05,4,32,6,10,0.18
186,0.6036329444438692,0.6815476190476191,0.6385350318471338,0.8168789808917197,0.7509920634920635,0.6092754777070064,0.7627388535031847,2.689,2.9375,2.9375,0.32374310400000006,0.32374310400000006,0.8852338807856492,0.001585,2,64,0.05,8,256,6,10,0.16
156,0.5244842521728031,0.7609126984126984,0.7466162420382165,0.9856687898089171,0.7827380952380952,0.6873009554140127,0.8692277070063694,2.285,2.25,2.25,0.2510292456,0.2510292456,0.7898664809263458,0.000398,3,128,0.05,4,128,5,10,0.14
200,0.6296618022615947,0.658234126984127,0.6677945859872612,0.830812101910828,0.7132936507936508,0.6184315286624203,0.754578025477707,2.197,3.0,2.875,0.3340901458947188,0.33367279247500004,0.8875173334813891,0.000158,3,64,0.05,4,256,6,10,0.17
389,0.6648968212188237,0.59375,0.5971337579617835,0.6548566878980892,0.5952380952380952,0.5915605095541401,0.6445063694267515,1.184,3.5,2.953125,0.3625124675344013,0.3610771627811263,0.9211404537786194,0.003,2,128,0.05,4,128,7,10,0.17
245,0.5677008373396737,0.7311507936507936,0.6773487261146497,0.8228503184713376,0.7564484126984127,0.6614251592356688,0.8125,2.9442,3.53125,3.53125,0.26411536874999997,0.26411536874999997,0.8161331839795576,0.001,2,64,0.05,2,256,7,10,0.1
167,0.6103317581471943,0.6790674603174603,0.6552547770700637,0.7969745222929936,0.7212301587301587,0.6257961783439491,0.7870222929936306,2.1714,3.328125,2.875,0.33019918582763674,0.3277366399169922,0.8910565276685478,0.001,4,64,0.05,4,64,7,10,0.15
124,0.6817503467438712,0.5714285714285714,0.5768312101910829,0.602109872611465,0.6195436507936508,0.5569267515923567,0.6383359872611465,1.4818,3.5,3.421875,0.3426702172851563,0.3426076711425782,0.9068238902304575,0.000158,4,16,0.05,2,128,7,10,0.15
204,0.5929070422573696,0.7013888888888888,0.7101910828025477,0.835390127388535,0.7400793650793651,0.6902866242038217,0.8316082802547771,1.2868,2.3125,1.5,0.283613715,0.279137976,0.7993384288165437,0.000158,4,128,0.05,4,64,5,10,0.18
348,0.3945698059267468,0.8551587301587301,0.8550955414012739,0.986265923566879,0.8546626984126984,0.8439490445859873,0.9675557324840764,3.2982,3.296875,3.296875,0.14413250621337886,0.14413250621337886,0.5895082242593963,0.003,3,32,0.05,4,32,7,10,0.05
363,0.6221387679614718,0.652281746031746,0.6464968152866242,0.7931926751592356,0.6527777777777778,0.6419187898089171,0.7714968152866242,1.837,3.0,2.8125,0.3331131842847188,0.3323760259385,0.8945779655158095,0.001,1,64,0.05,4,32,6,10,0.17
359,0.6388600799772475,0.6354166666666666,0.5758359872611465,0.6301751592356688,0.6547619047619048,0.5710589171974523,0.6506767515923567,2.4408,3.421875,2.734375,0.3846431679666623,0.3788361831194158,0.9409291911344511,0.000398,2,16,0.05,2,64,7,10,0.19
395,0.5633026181705414,0.7356150793650794,0.6944665605095541,0.7933917197452229,0.7331349206349206,0.6910828025477707,0.7864251592356688,2.9362,3.40625,3.40625,0.1953710598489825,0.1953710598489825,0.6995776913141141,0.000158,2,16,0.05,2,32,7,10,0.07
180,0.6366128003786481,0.6532738095238095,0.6088773885350318,0.6914808917197452,0.7564484126984127,0.5782245222929936,0.6805334394904459,2.5028,3.140625,2.625,0.36532973304522487,0.36040671657325,0.9201905016304064,0.000398,2,64,0.05,8,64,7,10,0.19
77,0.5718562077908289,0.7311507936507936,0.7396496815286624,0.9796974522292994,0.7886904761904762,0.6741640127388535,0.8200636942675159,2.3506,2.4375,2.4375,0.2599828826,0.2599828826,0.8043932712716755,0.001,4,64,0.05,4,64,5,10,0.14
389,0.5736883434038313,0.7008928571428571,0.6821257961783439,0.7312898089171974,0.683531746031746,0.6486863057324841,0.6813296178343949,2.3656,3.453125,3.453125,0.14931534068603514,0.14931534068603514,0.5959586210607482,0.001585,4,128,0.05,2,128,7,10,0.05
284,0.6002767015071142,0.6924603174603174,0.6381369426751592,0.8481289808917197,0.6939484126984127,0.6311703821656051,0.8385748407643312,2.2588,2.8125,2.5625,0.342400549518,0.341828505218,0.9078992903560499,0.001585,2,128,0.05,8,256,6,10,0.18
