epoch,train_loss,train_acc,val_acc,noiseless_val_acc,final_train_acc,final_val_acc,final_noiseless_val_acc,sensitivity,sens_f,sens_g,err_f,err_g,lr,depth,d_model,dropout,heads,d_ffn,n_bool,n_bits,bf_bool
166,0.45303147700097823,0.8482142857142857,0.847531847133758,0.9998009554140127,0.8492063492063492,0.8463375796178344,0.9980095541401274,2.4702,2.5,2.5,0.15272802142500003,0.15272802142500003,0.0001,4,128,0.1,4,32,5,10,0.07
272,0.5925533251156883,0.7118055555555556,0.6902866242038217,0.8519108280254777,0.7083333333333334,0.6743630573248408,0.8359872611464968,1.9374,2.5625,2.5625,0.2714088426,0.2714088426,0.001,2,16,0.2,2,32,5,10,0.14
227,0.33712667132180835,0.9141865079365079,0.9187898089171974,1.0,0.9141865079365079,0.9187898089171974,1.0,2.8718,2.875,2.875,0.08084431438387507,0.08084431438387507,0.000158,3,64,0.1,2,32,6,10,0.03
269,0.4982836303256807,0.8040674603174603,0.8226512738853503,1.0,0.8040674603174603,0.8107085987261147,0.9836783439490446,3.1172,3.125,3.125,0.18445651423762505,0.18445651423762505,0.005,2,16,0.05,2,128,6,10,0.07
155,0.4923921946495298,0.8258928571428571,0.8250398089171974,0.9990047770700637,0.8268849206349206,0.8248407643312102,0.9994028662420382,2.8556,2.8125,2.8125,0.16848666226875003,0.16848666226875003,0.000158,3,64,0.1,8,32,5,10,0.07
81,0.49125090951011297,0.8154761904761905,0.8328025477707006,0.9992038216560509,0.8184523809523809,0.8238455414012739,0.9860668789808917,2.866,2.875,2.875,0.17273227194999996,0.17273227194999996,0.000398,2,32,0.05,4,256,5,10,0.07
257,0.5076537032922109,0.7876984126984127,0.7730891719745223,0.9528264331210191,0.7886904761904762,0.7669187898089171,0.9327229299363057,2.36,2.8125,2.8125,0.22002796874999997,0.22002796874999997,0.01,1,32,0.1,8,256,6,10,0.1
246,0.5983943977053203,0.7113095238095238,0.7161624203821656,0.9118232484076433,0.6984126984126984,0.7026273885350318,0.8606687898089171,1.9694,2.5,2.5,0.26519864,0.26519864,0.01,2,16,0.1,8,32,5,10,0.14
157,0.6907048774144006,0.5381944444444444,0.5262738853503185,0.526671974522293,0.5381944444444444,0.5262738853503185,0.526671974522293,0.0162,3.1875,3.1875,0.18611724438125,0.18611724438125,0.01,1,64,0.2,2,64,6,10,0.07
133,0.677125786978101,0.5907738095238095,0.5774283439490446,0.6353503184713376,0.6121031746031746,0.5630971337579618,0.6216162420382165,1.9034,3.640625,3.5625,0.33543715504586,0.33541500581072003,0.001585,4,32,0.2,4,64,7,10,0.14
123,0.4707826113417035,0.8189484126984127,0.8268312101910829,1.0,0.8244047619047619,0.8158837579617835,0.9791003184713376,3.0038,3.0,3.0,0.17784775820000004,0.17784775820000004,0.000398,2,64,0.05,4,64,5,10,0.07
300,0.6407503939810253,0.6592261904761905,0.6371417197452229,0.6900875796178344,0.6592261904761905,0.6371417197452229,0.6900875796178344,1.9956,3.59375,3.59375,0.26625897499999995,0.26625897499999995,0.005,1,16,0.2,8,128,7,10,0.1
272,0.606097098853853,0.683531746031746,0.6632165605095541,0.7066082802547771,0.6626984126984127,0.6421178343949044,0.67296974522293,1.6254,2.75,2.75,0.12347345654296871,0.12347345654296871,0.01,4,32,0.1,8,128,6,10,0.05
194,0.534953114532289,0.78125,0.7864251592356688,1.0,0.7797619047619048,0.7806528662420382,0.9926353503184714,2.5734,2.5625,2.5625,0.20804937499999998,0.20804937499999998,0.001585,1,16,0.05,2,32,5,10,0.1
71,0.31609482123028665,0.9092261904761905,0.9078423566878981,1.0,0.9112103174603174,0.9002786624203821,0.9898487261146497,3.5228,3.5,3.5,0.09590688722693635,0.09590688722693635,0.000631,3,128,0.05,8,64,7,10,0.03
291,0.6504225224729568,0.6279761904761905,0.6092754777070064,0.6847133757961783,0.6364087301587301,0.6048964968152867,0.6817277070063694,1.9432,3.1875,3.1875,0.24812046874999993,0.24812046874999993,0.000158,1,128,0.1,4,128,6,10,0.1
285,0.4695305523891298,0.8561507936507936,0.8467356687898089,0.9564092356687898,0.845734126984127,0.830812101910828,0.9351114649681529,2.8516,2.8125,2.8125,0.12521438671874996,0.12521438671874996,0.000251,1,64,0.05,2,256,6,10,0.05
294,0.6066437590689886,0.689484126984127,0.6902866242038217,0.9251592356687898,0.689484126984127,0.6813296178343949,0.9050557324840764,2.9364,3.0,3.0,0.29962696995000004,0.29962696995000004,0.000158,2,32,0.05,4,256,6,10,0.14
299,0.44137766484230284,0.8447420634920635,0.8357882165605095,0.9436703821656051,0.8358134920634921,0.8230493630573248,0.9269506369426752,2.4846,2.9375,2.9375,0.12867058593749997,0.12867058593749997,0.001585,4,64,0.1,2,32,6,10,0.05
300,0.3674158087325475,0.8536706349206349,0.8509156050955414,0.9074442675159236,0.8536706349206349,0.8509156050955414,0.9074442675159236,2.3986,2.4375,2.4375,0.06927479589375002,0.06927479589375002,0.000251,2,16,0.2,4,256,5,10,0.03
139,0.6248407988321214,0.6731150793650794,0.6817277070063694,0.7657245222929936,0.6721230158730159,0.6721735668789809,0.759156050955414,2.2662,3.265625,3.265625,0.24763104843749995,0.24763104843749995,0.008,2,16,0.1,2,32,7,10,0.1
254,0.43120267821682823,0.871031746031746,0.8684315286624203,0.9942277070063694,0.8586309523809523,0.8527070063694268,0.978702229299363,2.0324,2.0,2.0,0.12535591267500001,0.12535591267500001,0.000398,2,16,0.2,2,64,5,10,0.07
156,0.3625673774688963,0.8993055555555556,0.9010748407643312,1.0,0.8993055555555556,0.9010748407643312,1.0,2.2556,2.25,2.25,0.10158937499999998,0.10158937499999998,0.000251,1,16,0.05,8,32,5,10,0.05
191,0.6440242169395326,0.6428571428571429,0.6128582802547771,0.660031847133758,0.6374007936507936,0.5989251592356688,0.6431130573248408,2.1064,3.140625,2.953125,0.30509239405386,0.30433635033958,0.000631,1,16,0.1,4,128,7,10,0.14
228,0.47875972068499006,0.8174603174603174,0.8035429936305732,0.9697452229299363,0.8194444444444444,0.7878184713375797,0.9476512738853503,3.2722,3.28125,3.28125,0.1901141562960763,0.1901141562960763,0.003,3,16,0.05,2,256,7,10,0.07
203,0.3375243095178453,0.9067460317460317,0.9132165605095541,1.0,0.9067460317460317,0.9132165605095541,1.0,1.8704,1.875,1.875,0.087165703125,0.087165703125,0.000251,4,16,0.1,8,32,5,10,0.05
172,0.42598463713176665,0.8908730158730159,0.8775875796178344,1.0,0.8908730158730159,0.8775875796178344,1.0,2.6424,2.625,2.625,0.11949609374999992,0.11949609374999992,0.000398,2,32,0.2,2,128,5,10,0.05
142,0.37410186656883787,0.8824404761904762,0.8662420382165605,1.0,0.8829365079365079,0.8654458598726115,0.9990047770700637,2.9186,2.9375,2.9375,0.12785245654296873,0.12785245654296873,0.001,2,32,0.2,8,256,6,10,0.05
130,0.6629789840607416,0.6612103174603174,0.6618232484076433,0.7328821656050956,0.6527777777777778,0.6486863057324841,0.7251194267515924,1.8958,3.125,3.125,0.24304546874999994,0.24304546874999994,0.008,2,32,0.2,4,128,6,10,0.1
245,0.5680301369182648,0.7802579365079365,0.7663216560509554,0.833797770700637,0.6899801587301587,0.669187898089172,0.6956608280254777,1.9576,3.0625,3.0625,0.13424461669921872,0.13424461669921872,0.008,4,64,0.1,2,128,6,10,0.05
181,0.5614439324727134,0.7271825396825397,0.7211385350318471,0.9639729299363057,0.7371031746031746,0.7085987261146497,0.9339171974522293,2.4702,2.4375,2.4375,0.26308611140000004,0.26308611140000004,0.001,2,16,0.1,8,64,5,10,0.14
245,0.5557226742070819,0.746031746031746,0.6934713375796179,0.8996815286624203,0.7544642857142857,0.6811305732484076,0.856687898089172,3.314,3.5,3.5,0.26163536874999993,0.26163536874999993,0.000631,2,64,0.05,4,256,7,10,0.1
291,0.6644122628938585,0.6036706349206349,0.59375,0.6711783439490446,0.6086309523809523,0.5869824840764332,0.6564490445859873,2.3164,3.59375,3.484375,0.33230658471584,0.33207937405952004,0.000631,1,16,0.1,2,32,7,10,0.14
9,0.6976679601366558,0.5104166666666666,0.5179140127388535,0.5121417197452229,0.5193452380952381,0.49920382165605093,0.49920382165605093,1.0102,3.0,2.8125,0.296098981808,0.295797982712,0.01,2,128,0.1,4,256,6,10,0.14
195,0.5179478440965924,0.7078373015873016,0.700437898089172,0.7177547770700637,0.7078373015873016,0.700437898089172,0.7175557324840764,1.0704,2.4375,2.4375,0.06908193804375007,0.06908193804375007,0.000631,1,32,0.1,2,32,5,10,0.03
291,0.5963926461953966,0.7142857142857143,0.70421974522293,0.7798566878980892,0.7023809523809523,0.6904856687898089,0.7661226114649682,2.082,3.46875,3.46875,0.19599809641037502,0.19599809641037502,0.001,4,128,0.2,4,128,7,10,0.07
