epoch,train_loss,train_acc,val_acc,noiseless_val_acc,final_train_acc,final_val_acc,final_noiseless_val_acc,sensitivity,sens_f,sens_g,err_f,err_g,entropy,lr,depth,d_model,dropout,heads,d_ffn,n_bool,n_bits,bf_bool
479,0.5085043079534154,0.7898089171974523,0.7839456869009584,1.0,0.7898089171974523,0.7835463258785943,0.9986022364217252,2.5805,2.5625,2.5625,0.21149437499999996,0.21149437499999996,0.7291004969622126,0.003,3,128,0.05,4,32,5,10,0.1
12,0.0986583539697039,1.0,1.0,1.0,1.0,1.0,1.0,2.9479,2.9375,2.9375,0.0,0.0,0.0,0.003,3,32,0.05,4,128,6,10,0.0
57,0.5097844920530441,0.7828423566878981,0.7847444089456869,1.0,0.7947850318471338,0.7545926517571885,0.9324081469648562,2.6902,2.6875,2.6875,0.21555499999999994,0.21555499999999994,0.7234288607435255,0.000631,3,64,0.05,8,256,6,10,0.1
92,0.6819642748043035,0.5684713375796179,0.5637979233226837,0.6937899361022364,0.580015923566879,0.5520167731629393,0.6989816293929713,1.4164,2.875,1.6875,0.439341375,0.425270625,0.9760858300690272,0.005,2,16,0.05,2,128,6,10,0.3
489,0.632232897980198,0.6578423566878981,0.6209065495207667,0.7565894568690096,0.6544585987261147,0.6183107028753994,0.7563897763578274,2.3975,3.390625,2.75,0.36329636156238,0.357745737662,0.9157612125594445,0.000251,3,128,0.05,2,256,7,10,0.18
337,0.5390019993873159,0.7533837579617835,0.7551916932907349,0.994408945686901,0.753781847133758,0.7545926517571885,0.9972044728434505,2.4464,2.4375,2.4375,0.24387932960625003,0.24387932960625003,0.7598879070380153,0.005,2,16,0.05,8,128,5,10,0.13
301,0.614548210695291,0.6815286624203821,0.6663338658146964,0.9461861022364217,0.6976512738853503,0.6489616613418531,0.9038538338658147,3.4186,3.578125,3.578125,0.31858127570284644,0.31858127570284644,0.8839617179558124,0.000398,2,16,0.05,8,32,7,10,0.13
235,0.5106910960689471,0.7822452229299363,0.7850439297124601,0.9993011182108626,0.7868232484076433,0.7706669329073482,0.9665535143769968,3.5259,3.53125,3.53125,0.22211829527552002,0.22211829527552002,0.7412328263546701,0.001,3,64,0.05,4,64,7,10,0.08
21,0.6914267915828972,0.5461783439490446,0.5561102236421726,0.6253993610223643,0.5567277070063694,0.5372404153354633,0.590055910543131,1.0812,3.640625,1.90625,0.45144581871872,0.43512564472448,0.9818184442529407,0.000251,4,128,0.05,2,32,7,10,0.28
122,0.683995097306124,0.5601114649681529,0.5639976038338658,0.6933905750798722,0.6381369426751592,0.5433306709265175,0.6894968051118211,1.2405,2.9375,2.1875,0.436676439808,0.429543709504,0.9792923151732706,0.000158,3,64,0.05,4,256,6,10,0.28
342,0.6447124469811749,0.6460987261146497,0.6312899361022364,0.9643570287539937,0.6492834394904459,0.6212060702875399,0.9189297124600639,2.9221,2.9375,2.625,0.37482000000000004,0.37285,0.9384326822977931,0.000398,1,16,0.05,8,32,5,10,0.2
48,0.09253842972818122,1.0,1.0,1.0,1.0,1.0,1.0,3.4531,3.453125,3.453125,0.0,0.0,4.440892098500626e-15,0.001,3,64,0.05,8,256,7,10,0.0
344,0.6256477893537776,0.6739649681528662,0.6665335463258786,0.7815495207667732,0.6192277070063694,0.6160143769968051,0.6475638977635783,2.324,3.53125,3.53125,0.2607876499999999,0.2607876499999999,0.798057995372079,0.005,3,64,0.05,4,128,7,10,0.1
149,0.6799940364375995,0.5812101910828026,0.5768769968051118,0.6036341853035144,0.5503582802547771,0.5560103833865815,0.5560103833865815,1.1206,3.796875,3.453125,0.37021545552896007,0.36867927632384,0.9319501724016961,0.003,4,64,0.05,2,64,7,10,0.16
